Referencia Bancaria;Sucursal;Fecha De La Orden;Métodos De Pago;Pago Previo $;Tasa Bs/$;Pago Previo Bs;Order Id
3760836;2 Doce Market - Las Mercedes;13/3/2026;CreditsPagoMovilV2;$12.86;443.26;5,700.77;18732518
7894232;2 Doce Market - Las Mercedes;13/3/2026;InstantDebit;$3.20;443.26;1,416.22;18733792
5731506;2 Doce Market - Las Mercedes;11/3/2026;megasoft;$62.46;438.2;27,369.97;18718849
5731506;2 Doce Market - Las Mercedes;11/3/2026;megasoft;$16.20;438.2;7,098.84;18719575
5731506;2 Doce Market - Las Mercedes;11/3/2026;InstantDebit;$9.58;438.2;4,197.96;18719381
5731506;2 Doce Market - Las Mercedes;11/3/2026;megasoft;$5.22;438.2;2,287.4;18720075
5261550;2 Doce Market - Las Mercedes;10/3/2026;InstantDebit;$11.16;436.24;4,868.44;18715406
5261550;2 Doce Market - Las Mercedes;10/3/2026;punto_de_venta;$6.19;436.24;2,700.33;18710867
5261550;2 Doce Market - Las Mercedes;10/3/2026;InstantDebit;$19.21;436.24;8,382.35;18715513
5261550;2 Doce Market - Las Mercedes;10/3/2026;InstantDebit;$8.27;436.24;3,608.14;18715255
5261550;2 Doce Market - Las Mercedes;10/3/2026;InstantDebit;$16.61;436.24;7,247.69;18715313
5261550;2 Doce Market - Las Mercedes;10/3/2026;InstantDebit;$6.18;436.24;2,697.27;18715027
5261550;2 Doce Market - Las Mercedes;10/3/2026;InstantDebit;$2.15;436.24;938.35;18715656
3749917;2 Doce Market - Las Mercedes;10/3/2026;CreditsPagoMovilV2;$2.84;436.24;1,238.92;18715140
5261550;2 Doce Market - Las Mercedes;10/3/2026;InstantDebit;$5.82;436.24;2,540.23;18714864
5261550;2 Doce Market - Las Mercedes;10/3/2026;InstantDebit;$0.99;436.24;431.88;18713549
4799790;2 Doce Market - Las Mercedes;9/3/2026;megasoft;$2.65;433.17;1,147.47;18706965
4799790;2 Doce Market - Las Mercedes;9/3/2026;InstantDebit;$3.69;433.17;1,598.4;18710614
4799790;2 Doce Market - Las Mercedes;9/3/2026;megasoft;$6.03;433.17;2,611.97;18710338
4799790;2 Doce Market - Las Mercedes;9/3/2026;punto_de_venta;$0.64;433.17;277.23;18709817
4799790;2 Doce Market - Las Mercedes;9/3/2026;megasoft;$6.57;433.17;2,845.93;18710318
3746938;2 Doce Market - Las Mercedes;9/3/2026;CreditsPagoMovilV2;$4.87;433.17;2,109.1;18710309
3746938;2 Doce Market - Las Mercedes;9/3/2026;CreditsPagoMovilV2;$2.11;433.17;916.15;18706788
4799790;2 Doce Market - Las Mercedes;9/3/2026;megasoft;$7.20;433.17;3,118.82;18706986
4799790;2 Doce Market - Las Mercedes;9/3/2026;megasoft;$16.23;433.17;7,029.05;18710456
3746938;2 Doce Market - Las Mercedes;9/3/2026;CreditsPagoMovilV2;$5.21;433.17;2,256.82;18708781
4799790;2 Doce Market - Las Mercedes;9/3/2026;InstantDebit;$8.23;433.17;3,567.15;18709849
4799790;2 Doce Market - Las Mercedes;9/3/2026;megasoft;$15.64;433.17;6,775.65;18710633
3744376;2 Doce Market - Las Mercedes;8/3/2026;CreditsPagoMovilV2;$6.12;433.17;2,651.;18703725
3744376;2 Doce Market - Las Mercedes;8/3/2026;CreditsPagoMovilV2;$3.21;433.17;1,391.78;18703700
3744376;2 Doce Market - Las Mercedes;8/3/2026;CreditsPagoMovilV2;$5.94;433.17;2,573.03;18704865
4360147;2 Doce Market - Las Mercedes;8/3/2026;megasoft;$4.05;433.17;1,754.34;18706710
4360147;2 Doce Market - Las Mercedes;8/3/2026;punto_de_venta;$0.90;433.17;389.85;18700696
4360147;2 Doce Market - Las Mercedes;8/3/2026;InstantDebit;$3.00;433.17;1,299.51;18699453
4360147;2 Doce Market - Las Mercedes;8/3/2026;InstantDebit;$6.86;433.17;2,970.68;18705804
4360147;2 Doce Market - Las Mercedes;8/3/2026;InstantDebit;$3.60;433.17;1,559.41;18700756
4360147;2 Doce Market - Las Mercedes;8/3/2026;megasoft;$3.00;433.17;1,299.51;18704295
4360147;2 Doce Market - Las Mercedes;8/3/2026;InstantDebit;$14.25;433.17;6,173.97;18701554
3744376;2 Doce Market - Las Mercedes;8/3/2026;CreditsPagoMovilV2;$8.82;433.17;3,820.56;18706076
4360147;2 Doce Market - Las Mercedes;8/3/2026;punto_de_venta;$14.40;433.17;6,237.65;18701987
3744376;2 Doce Market - Las Mercedes;8/3/2026;CreditsPagoMovilV2;$10.33;433.17;4,474.65;18704330
4360147;2 Doce Market - Las Mercedes;7/3/2026;megasoft;$10.44;433.17;4,522.29;18693449
4360147;2 Doce Market - Las Mercedes;7/3/2026;InstantDebit;$5.36;433.17;2,323.52;18691709
4360147;2 Doce Market - Las Mercedes;7/3/2026;punto_de_venta;$8.91;433.17;3,859.5;18699087
4360147;2 Doce Market - Las Mercedes;7/3/2026;punto_de_venta;$3.69;433.17;1,598.4;18697667
4360147;2 Doce Market - Las Mercedes;7/3/2026;InstantDebit;$46.31;433.17;20,057.94;18698928
3743679;2 Doce Market - Las Mercedes;7/3/2026;CreditsPagoMovilV2;$23.72;433.17;10,272.63;18691366
4360147;2 Doce Market - Las Mercedes;7/3/2026;InstantDebit;$21.55;433.17;9,333.08;18698142
3743679;2 Doce Market - Las Mercedes;7/3/2026;CreditsPagoMovilV2;$2.49;433.17;1,079.89;18697879
3743679;2 Doce Market - Las Mercedes;7/3/2026;CreditsPagoMovilV2;$3.42;433.17;1,481.44;18698988
3743679;2 Doce Market - Las Mercedes;7/3/2026;CreditsPagoMovilV2;$36.59;433.17;15,851.42;18691283
4360147;2 Doce Market - Las Mercedes;7/3/2026;megasoft;$5.58;433.17;2,417.09;18691662
3743679;2 Doce Market - Las Mercedes;7/3/2026;CreditsPagoMovilV2;$6.60;433.17;2,858.92;18699105
4360147;2 Doce Market - Las Mercedes;7/3/2026;punto_de_venta;$10.44;433.17;4,522.29;18698810
3743679;2 Doce Market - Las Mercedes;7/3/2026;CreditsPagoMovilV2;$9.00;433.17;3,898.53;18699098
4360147;2 Doce Market - Las Mercedes;7/3/2026;megasoft;$6.57;433.17;2,845.93;18698974
4360147;2 Doce Market - Las Mercedes;6/3/2026;megasoft;$9.00;431.01;3,879.09;18687877
3739708;2 Doce Market - Las Mercedes;6/3/2026;CreditsPagoMovilV2;$3.68;431.01;1,586.12;18690981
4360147;2 Doce Market - Las Mercedes;6/3/2026;InstantDebit;$3.33;431.01;1,435.26;18688222
3739708;2 Doce Market - Las Mercedes;6/3/2026;CreditsPagoMovilV2;$5.59;431.01;2,411.5;18689734
4360147;2 Doce Market - Las Mercedes;6/3/2026;megasoft;$7.02;431.01;3,025.69;18689010
4360147;2 Doce Market - Las Mercedes;6/3/2026;punto_de_venta;$4.59;431.01;1,978.34;18691032
4360147;2 Doce Market - Las Mercedes;6/3/2026;punto_de_venta;$3.42;431.01;1,474.05;18691141
3736614;2 Doce Market - Las Mercedes;5/3/2026;CreditsPagoMovilV2;$1.35;427.93;577.71;18678741
2944140;2 Doce Market - Las Mercedes;5/3/2026;InstantDebit;$3.42;427.93;1,463.52;18682951
3736614;2 Doce Market - Las Mercedes;5/3/2026;CreditsPagoMovilV2;$14.41;427.93;6,166.04;18678224
2944140;2 Doce Market - Las Mercedes;5/3/2026;megasoft;$4.81;427.93;2,058.34;18683244
3736614;2 Doce Market - Las Mercedes;5/3/2026;CreditsPagoMovilV2;$3.42;427.93;1,463.52;18683399
3736614;2 Doce Market - Las Mercedes;5/3/2026;CreditsPagoMovilV2;$14.04;425.67;5,976.41;18678172
3736614;2 Doce Market - Las Mercedes;5/3/2026;CreditsPagoMovilV2;$3.69;427.93;1,579.06;18682824
3736614;2 Doce Market - Las Mercedes;5/3/2026;CreditsPagoMovilV2;$23.35;427.93;9,990.45;18683480
2944140;2 Doce Market - Las Mercedes;5/3/2026;InstantDebit;$4.32;427.93;1,848.66;18683274
2944140;2 Doce Market - Las Mercedes;5/3/2026;InstantDebit;$4.95;427.93;2,118.25;18681308
2533621;2 Doce Market - Las Mercedes;4/3/2026;megasoft;$1.62;425.67;689.59;18673260
3733521;2 Doce Market - Las Mercedes;4/3/2026;CreditsPagoMovilV2;$9.04;425.67;3,848.06;18673484
3733521;2 Doce Market - Las Mercedes;4/3/2026;CreditsPagoMovilV2;$2.95;425.67;1,256.58;18676745
3733521;2 Doce Market - Las Mercedes;4/3/2026;CreditsPagoMovilV2;$7.02;425.67;2,988.2;18677769
3733521;2 Doce Market - Las Mercedes;4/3/2026;CreditsPagoMovilV2;$2.88;425.67;1,225.93;18673259
2107561;2 Doce Market - Las Mercedes;3/3/2026;InstantDebit;$6.39;421.88;2,697.92;18670725
3729629;2 Doce Market - Las Mercedes;3/3/2026;CreditsPagoMovilV2;$21.66;421.88;9,139.19;18671675
2107561;2 Doce Market - Las Mercedes;3/3/2026;megasoft;$0.05;421.88;21.09;18667548
3729629;2 Doce Market - Las Mercedes;3/3/2026;CreditsPagoMovilV2;$9.00;421.88;3,796.92;18673019
2107561;2 Doce Market - Las Mercedes;3/3/2026;megasoft;$11.47;421.88;4,841.07;18670304
3729629;2 Doce Market - Las Mercedes;3/3/2026;CreditsPagoMovilV2;$4.48;421.88;1,892.13;18673065
1681980;2 Doce Market - Las Mercedes;2/3/2026;InstantDebit;$3.69;419.99;1,549.76;18666471
3726620;2 Doce Market - Las Mercedes;2/3/2026;CreditsPagoMovilV2;$6.10;419.99;2,561.94;18666542
3726620;2 Doce Market - Las Mercedes;2/3/2026;CreditsPagoMovilV2;$2.61;419.99;1,096.17;18662571
3726620;2 Doce Market - Las Mercedes;2/3/2026;CreditsPagoMovilV2;$7.20;419.99;3,023.93;18666971
3723829;2 Doce Market - Las Mercedes;1/3/2026;CreditsPagoMovilV2;$36.60;419.99;15,372.89;18662223
1239369;2 Doce Market - Las Mercedes;1/3/2026;InstantDebit;$8.45;419.99;3,548.92;18655089
3723829;2 Doce Market - Las Mercedes;1/3/2026;CreditsPagoMovilV2;$9.32;419.99;3,915.99;18661717
3723829;2 Doce Market - Las Mercedes;1/3/2026;CreditsPagoMovilV2;$9.32;419.99;3,915.99;18660535
1239369;2 Doce Market - Las Mercedes;1/3/2026;InstantDebit;$3.42;419.99;1,436.37;18658147
1239369;2 Doce Market - Las Mercedes;1/3/2026;InstantDebit;$6.35;419.99;2,667.36;18660504
1239369;2 Doce Market - Las Mercedes;1/3/2026;InstantDebit;$19.62;419.99;8,240.2;18659195
1239369;2 Doce Market - Las Mercedes;1/3/2026;punto_de_venta;$7.38;419.99;3,099.53;18659649
3723067;2 Doce Market - Las Mercedes;28/2/2026;CreditsPagoMovilV2;$6.33;419.99;2,657.28;18651909
1239369;2 Doce Market - Las Mercedes;28/2/2026;megasoft;$8.92;419.99;3,746.31;18654037
1239369;2 Doce Market - Las Mercedes;28/2/2026;megasoft;$21.55;419.99;9,049.1;18653496
3723067;2 Doce Market - Las Mercedes;28/2/2026;CreditsPagoMovilV2;$10.26;419.99;4,307.84;18651474
3723067;2 Doce Market - Las Mercedes;28/2/2026;CreditsPagoMovilV2;$6.90;419.99;2,897.93;18654373
1239369;2 Doce Market - Las Mercedes;28/2/2026;megasoft;$3.42;419.99;1,436.37;18649677
1239369;2 Doce Market - Las Mercedes;28/2/2026;InstantDebit;$7.74;419.99;3,249.46;18652892
1239369;2 Doce Market - Las Mercedes;28/2/2026;InstantDebit;$36.00;419.99;15,119.64;18654169
1239369;2 Doce Market - Las Mercedes;28/2/2026;InstantDebit;$62.15;419.99;26,104.06;18653337
1239369;2 Doce Market - Las Mercedes;28/2/2026;megasoft;$32.57;419.99;13,679.49;18647858
1239369;2 Doce Market - Las Mercedes;28/2/2026;InstantDebit;$10.79;419.99;4,532.11;18654936
1239369;2 Doce Market - Las Mercedes;27/2/2026;InstantDebit;$3.19;417.36;1,329.71;18640381
3718358;2 Doce Market - Las Mercedes;27/2/2026;CreditsPagoMovilV2;$19.17;417.36;8,000.79;18647071
1239369;2 Doce Market - Las Mercedes;27/2/2026;megasoft;$21.55;417.36;8,992.44;18646329
1239369;2 Doce Market - Las Mercedes;27/2/2026;megasoft;$12.09;417.36;5,044.63;18643615
1239369;2 Doce Market - Las Mercedes;27/2/2026;InstantDebit;$9.00;417.36;3,756.24;18646846
1239369;2 Doce Market - Las Mercedes;27/2/2026;megasoft;$23.47;417.36;9,796.27;18647031
1239369;2 Doce Market - Las Mercedes;27/2/2026;megasoft;$48.14;417.36;20,092.13;18639031
1239369;2 Doce Market - Las Mercedes;27/2/2026;InstantDebit;$3.30;417.36;1,377.29;18646133
3718358;2 Doce Market - Las Mercedes;27/2/2026;CreditsPagoMovilV2;$4.94;417.36;2,062.18;18646178
1239369;2 Doce Market - Las Mercedes;27/2/2026;InstantDebit;$9.00;417.36;3,756.24;18643772
3714856;2 Doce Market - Las Mercedes;26/2/2026;CreditsPagoMovilV2;$4.23;414.05;1,750.19;18638076
3714856;2 Doce Market - Las Mercedes;26/2/2026;CreditsPagoMovilV2;$2.88;414.05;1,192.46;18638722
3714856;2 Doce Market - Las Mercedes;26/2/2026;CreditsPagoMovilV2;$7.20;414.05;2,981.16;18638887
3714856;2 Doce Market - Las Mercedes;26/2/2026;CreditsPagoMovilV2;$3.60;414.05;1,490.58;18633438
3714856;2 Doce Market - Las Mercedes;26/2/2026;CreditsPagoMovilV2;$7.65;414.05;3,167.48;18637042
3711617;2 Doce Market - Las Mercedes;25/2/2026;CreditsPagoMovilV2;$7.20;411.09;2,959.85;18628857
3711617;2 Doce Market - Las Mercedes;25/2/2026;CreditsPagoMovilV2;$8.62;411.09;3,544.42;18629578
3711617;2 Doce Market - Las Mercedes;25/2/2026;CreditsPagoMovilV2;$2.34;411.09;961.95;18632792
3711617;2 Doce Market - Las Mercedes;25/2/2026;CreditsPagoMovilV2;$5.95;411.09;2,444.34;18631444
3711617;2 Doce Market - Las Mercedes;25/2/2026;CreditsPagoMovilV2;$3.60;411.09;1,479.92;18632763
3711617;2 Doce Market - Las Mercedes;25/2/2026;CreditsPagoMovilV2;$3.73;411.09;1,535.42;18632702
3708269;2 Doce Market - Las Mercedes;24/2/2026;CreditsPagoMovilV2;$5.31;407.38;2,163.19;18626834
3708269;2 Doce Market - Las Mercedes;24/2/2026;CreditsPagoMovilV2;$3.44;407.38;1,401.79;18623477
98782260;2 Doce Market - Las Mercedes;24/2/2026;InstantDebit;$1.49;407.38;604.96;18623419
98782260;2 Doce Market - Las Mercedes;24/2/2026;InstantDebit;$18.91;407.38;7,703.15;18627629
98782260;2 Doce Market - Las Mercedes;24/2/2026;megasoft;$3.60;407.38;1,466.57;18628388
3708269;2 Doce Market - Las Mercedes;24/2/2026;CreditsPagoMovilV2;$1.35;407.38;549.96;18625155
98305172;2 Doce Market - Las Mercedes;23/2/2026;punto_de_venta;$3.60;405.35;1,459.26;18623019
3705535;2 Doce Market - Las Mercedes;23/2/2026;CreditsPagoMovilV2;$8.44;405.35;3,421.96;18623050
3705535;2 Doce Market - Las Mercedes;23/2/2026;CreditsPagoMovilV2;$7.20;405.35;2,918.52;18622328
98305172;2 Doce Market - Las Mercedes;23/2/2026;megasoft;$2.62;405.35;1,061.61;18622834
98305172;2 Doce Market - Las Mercedes;23/2/2026;InstantDebit;$7.56;405.35;3,065.66;18622996
98305172;2 Doce Market - Las Mercedes;23/2/2026;punto_de_venta;$14.40;405.35;5,837.04;18620330
98305172;2 Doce Market - Las Mercedes;23/2/2026;InstantDebit;$1.44;405.35;583.7;18620380
98305172;2 Doce Market - Las Mercedes;23/2/2026;InstantDebit;$9.18;405.35;3,721.11;18623222
3705535;2 Doce Market - Las Mercedes;23/2/2026;CreditsPagoMovilV2;$11.75;405.35;4,760.84;18619311
98305172;2 Doce Market - Las Mercedes;23/2/2026;InstantDebit;$2.12;405.35;857.32;18622066
3703052;2 Doce Market - Las Mercedes;22/2/2026;CreditsPagoMovilV2;$3.60;405.35;1,459.26;18618692
97835407;2 Doce Market - Las Mercedes;22/2/2026;megasoft;$2.70;405.35;1,094.45;18614303
97835407;2 Doce Market - Las Mercedes;22/2/2026;punto_de_venta;$3.60;405.35;1,459.26;18616264
97835407;2 Doce Market - Las Mercedes;22/2/2026;megasoft;$20.70;405.35;8,390.75;18612369
97835407;2 Doce Market - Las Mercedes;22/2/2026;megasoft;$19.74;405.35;8,000.39;18617645
97835407;2 Doce Market - Las Mercedes;22/2/2026;megasoft;$6.77;405.35;2,743.41;18613750
97835407;2 Doce Market - Las Mercedes;22/2/2026;megasoft;$12.38;405.35;5,016.21;18613011
97835407;2 Doce Market - Las Mercedes;22/2/2026;punto_de_venta;$11.16;405.35;4,523.71;18618732
97835407;2 Doce Market - Las Mercedes;22/2/2026;InstantDebit;$9.00;405.35;3,648.15;18618697
3703052;2 Doce Market - Las Mercedes;22/2/2026;CreditsPagoMovilV2;$8.19;405.35;3,319.82;18618950
3702492;2 Doce Market - Las Mercedes;21/2/2026;CreditsPagoMovilV2;$15.34;405.35;6,216.45;18612176
3702492;2 Doce Market - Las Mercedes;21/2/2026;CreditsPagoMovilV2;$14.40;405.35;5,837.04;18609415
97835407;2 Doce Market - Las Mercedes;21/2/2026;InstantDebit;$6.83;405.35;2,768.95;18607796
97835407;2 Doce Market - Las Mercedes;21/2/2026;megasoft;$16.01;405.35;6,490.06;18606042
97835407;2 Doce Market - Las Mercedes;21/2/2026;megasoft;$3.78;405.35;1,532.22;18608176
97835407;2 Doce Market - Las Mercedes;21/2/2026;InstantDebit;$9.69;405.35;3,929.06;18610920
3702492;2 Doce Market - Las Mercedes;21/2/2026;CreditsPagoMovilV2;$5.94;405.35;2,407.78;18612068
97835407;2 Doce Market - Las Mercedes;21/2/2026;megasoft;$10.22;405.35;4,142.72;18611585
97835407;2 Doce Market - Las Mercedes;21/2/2026;InstantDebit;$6.00;405.35;2,432.1;18611113
97835407;2 Doce Market - Las Mercedes;20/2/2026;InstantDebit;$3.00;402.33;1,206.99;18600857
3698164;2 Doce Market - Las Mercedes;20/2/2026;CreditsPagoMovilV2;$3.42;402.33;1,375.97;18601075
97835407;2 Doce Market - Las Mercedes;20/2/2026;InstantDebit;$26.10;402.33;10,500.81;18604389
3698164;2 Doce Market - Las Mercedes;20/2/2026;CreditsPagoMovilV2;$4.03;402.33;1,621.39;18600264
97835407;2 Doce Market - Las Mercedes;20/2/2026;megasoft;$3.08;402.33;1,238.37;18604429
97835407;2 Doce Market - Las Mercedes;20/2/2026;megasoft;$96.79;402.33;38,939.91;18602049
97835407;2 Doce Market - Las Mercedes;20/2/2026;megasoft;$2.52;402.33;1,013.87;18598387
3698164;2 Doce Market - Las Mercedes;20/2/2026;CreditsPagoMovilV2;$13.39;402.33;5,388.;18604420
3698164;2 Doce Market - Las Mercedes;20/2/2026;CreditsPagoMovilV2;$3.60;402.33;1,448.39;18604337
97835407;2 Doce Market - Las Mercedes;20/2/2026;megasoft;$21.60;402.33;8,690.33;18604469
3698164;2 Doce Market - Las Mercedes;20/2/2026;CreditsPagoMovilV2;$9.12;402.33;3,668.04;18603448
3698164;2 Doce Market - Las Mercedes;20/2/2026;CreditsPagoMovilV2;$13.68;402.33;5,503.87;18605129
97835407;2 Doce Market - Las Mercedes;20/2/2026;InstantDebit;$7.78;402.33;3,128.52;18603927
97835407;2 Doce Market - Las Mercedes;20/2/2026;megasoft;$15.52;402.33;6,246.17;18604028
96338948;2 Doce Market - Las Mercedes;19/2/2026;megasoft;$9.48;398.75;3,778.95;18593512
3695031;2 Doce Market - Las Mercedes;19/2/2026;CreditsPagoMovilV2;$3.72;398.75;1,482.15;18598152
3695031;2 Doce Market - Las Mercedes;19/2/2026;CreditsPagoMovilV2;$5.20;398.75;2,074.3;18598074
3695031;2 Doce Market - Las Mercedes;19/2/2026;CreditsPagoMovilV2;$1.35;398.75;538.31;18595185
3695031;2 Doce Market - Las Mercedes;19/2/2026;CreditsPagoMovilV2;$3.60;398.75;1,435.5;18597358
95838330;2 Doce Market - Las Mercedes;18/2/2026;InstantDebit;$5.40;396.37;2,140.4;18591488
95838330;2 Doce Market - Las Mercedes;18/2/2026;InstantDebit;$10.62;396.37;4,209.45;18591940
3691243;2 Doce Market - Las Mercedes;18/2/2026;CreditsPagoMovilV2;$3.60;396.37;1,426.93;18591919
95362322;2 Doce Market - Las Mercedes;17/2/2026;punto_de_venta;$18.69;396.37;7,409.34;18583305
3688399;2 Doce Market - Las Mercedes;17/2/2026;CreditsPagoMovilV2;$34.90;396.37;13,834.11;18582331
3686186;2 Doce Market - Las Mercedes;16/2/2026;CreditsPagoMovilV2;$9.25;396.37;3,667.22;18580805
3686186;2 Doce Market - Las Mercedes;16/2/2026;CreditsPagoMovilV2;$7.74;396.37;3,067.9;18580744
95362322;2 Doce Market - Las Mercedes;15/2/2026;megasoft;$9.36;396.37;3,710.02;18575412
3684431;2 Doce Market - Las Mercedes;15/2/2026;CreditsPagoMovilV2;$1.35;396.37;535.1;18575496
95362322;2 Doce Market - Las Mercedes;15/2/2026;InstantDebit;$12.07;396.37;4,783.79;18569706
3684431;2 Doce Market - Las Mercedes;15/2/2026;CreditsPagoMovilV2;$11.14;396.37;4,415.56;18575401
3684431;2 Doce Market - Las Mercedes;15/2/2026;CreditsPagoMovilV2;$3.60;396.37;1,426.93;18569586
95362322;2 Doce Market - Las Mercedes;15/2/2026;InstantDebit;$2.14;396.37;849.02;18569803
3684431;2 Doce Market - Las Mercedes;15/2/2026;CreditsPagoMovilV2;$3.41;396.37;1,352.02;18574349
95362322;2 Doce Market - Las Mercedes;15/2/2026;punto_de_venta;$6.43;396.37;2,550.64;18569382
95362322;2 Doce Market - Las Mercedes;15/2/2026;InstantDebit;$13.52;396.37;5,358.13;18574976
95362322;2 Doce Market - Las Mercedes;15/2/2026;InstantDebit;$6.84;396.37;2,711.17;18569177
95362322;2 Doce Market - Las Mercedes;15/2/2026;InstantDebit;$18.36;396.37;7,277.35;18574733
95362322;2 Doce Market - Las Mercedes;15/2/2026;InstantDebit;$14.17;396.37;5,618.54;18575027
95362322;2 Doce Market - Las Mercedes;15/2/2026;megasoft;$7.21;396.37;2,857.83;18574687
3684431;2 Doce Market - Las Mercedes;15/2/2026;CreditsPagoMovilV2;$45.64;396.37;18,089.93;18574883
95362322;2 Doce Market - Las Mercedes;14/2/2026;punto_de_venta;$9.00;396.37;3,567.33;18569012
95362322;2 Doce Market - Las Mercedes;14/2/2026;InstantDebit;$5.61;396.37;2,223.64;18563811
3683902;2 Doce Market - Las Mercedes;14/2/2026;CreditsPagoMovilV2;$1.62;396.37;642.12;18560062
3683902;2 Doce Market - Las Mercedes;14/2/2026;CreditsPagoMovilV2;$6.42;396.37;2,543.51;18568733
3683902;2 Doce Market - Las Mercedes;14/2/2026;CreditsPagoMovilV2;$23.40;396.37;9,275.06;18569074
95362322;2 Doce Market - Las Mercedes;14/2/2026;InstantDebit;$2.92;396.37;1,155.81;18560409
3683902;2 Doce Market - Las Mercedes;14/2/2026;CreditsPagoMovilV2;$14.42;396.37;5,714.86;18569014
3683902;2 Doce Market - Las Mercedes;14/2/2026;CreditsPagoMovilV2;$9.00;396.37;3,567.33;18568110
3683902;2 Doce Market - Las Mercedes;14/2/2026;CreditsPagoMovilV2;$19.59;396.37;7,766.08;18559934
3683902;2 Doce Market - Las Mercedes;14/2/2026;CreditsPagoMovilV2;$3.60;393.22;1,415.59;18559597
3679945;2 Doce Market - Las Mercedes;13/2/2026;CreditsPagoMovilV2;$3.96;393.22;1,557.15;18559425
95362322;2 Doce Market - Las Mercedes;13/2/2026;megasoft;$14.52;393.22;5,709.59;18559081
95362322;2 Doce Market - Las Mercedes;13/2/2026;punto_de_venta;$11.34;393.22;4,459.11;18556450
3679945;2 Doce Market - Las Mercedes;13/2/2026;CreditsPagoMovilV2;$5.85;393.22;2,300.34;18559325
95362322;2 Doce Market - Las Mercedes;13/2/2026;megasoft;$8.73;393.22;3,432.81;18556899
95362322;2 Doce Market - Las Mercedes;13/2/2026;InstantDebit;$17.55;393.22;6,901.01;18557252
3679945;2 Doce Market - Las Mercedes;13/2/2026;CreditsPagoMovilV2;$18.00;393.22;7,077.96;18559371
3679945;2 Doce Market - Las Mercedes;13/2/2026;CreditsPagoMovilV2;$7.16;393.22;2,813.49;18556914
3679945;2 Doce Market - Las Mercedes;13/2/2026;CreditsPagoMovilV2;$6.48;393.22;2,548.07;18556481
3679945;2 Doce Market - Las Mercedes;13/2/2026;CreditsPagoMovilV2;$9.89;393.22;3,889.34;18559303
3675664;2 Doce Market - Las Mercedes;12/2/2026;CreditsPagoMovilV2;$19.79;390.29;7,724.23;18548964
3672739;2 Doce Market - Las Mercedes;11/2/2026;CreditsPagoMovilV2;$38.27;388.74;14,876.3;18546176
3672739;2 Doce Market - Las Mercedes;11/2/2026;CreditsPagoMovilV2;$19.84;388.74;7,711.05;18545124
3672739;2 Doce Market - Las Mercedes;11/2/2026;CreditsPagoMovilV2;$37.07;388.74;14,410.98;18546037
3669108;2 Doce Market - Las Mercedes;10/2/2026;CreditsPagoMovilV2;$3.82;385.27;1,471.73;18541282
3669108;2 Doce Market - Las Mercedes;10/2/2026;CreditsPagoMovilV2;$7.87;385.27;3,034.;18538784
91224902;2 Doce Market - Las Mercedes;9/2/2026;InstantDebit;$5.33;382.63;2,038.65;18535559
3666328;2 Doce Market - Las Mercedes;9/2/2026;CreditsPagoMovilV2;$7.20;382.63;2,754.94;18533439
91224902;2 Doce Market - Las Mercedes;9/2/2026;punto_de_venta;$7.20;382.63;2,754.94;18532384
91224902;2 Doce Market - Las Mercedes;9/2/2026;InstantDebit;$9.93;382.63;3,798.37;18536342
91224902;2 Doce Market - Las Mercedes;9/2/2026;InstantDebit;$1.62;382.63;619.86;18536379
91224902;2 Doce Market - Las Mercedes;9/2/2026;megasoft;$14.40;382.63;5,509.87;18536423
90802860;2 Doce Market - Las Mercedes;8/2/2026;InstantDebit;$36.54;382.63;13,981.3;18531850
90802860;2 Doce Market - Las Mercedes;8/2/2026;megasoft;$3.60;382.63;1,377.47;18531925
90802860;2 Doce Market - Las Mercedes;8/2/2026;punto_de_venta;$7.07;382.63;2,706.72;18525065
3663551;2 Doce Market - Las Mercedes;8/2/2026;CreditsPagoMovilV2;$7.65;382.63;2,927.12;18532274
90802860;2 Doce Market - Las Mercedes;8/2/2026;InstantDebit;$6.75;382.63;2,582.75;18529685
90802860;2 Doce Market - Las Mercedes;8/2/2026;megasoft;$9.00;382.63;3,443.67;18525129
90802860;2 Doce Market - Las Mercedes;8/2/2026;InstantDebit;$24.89;382.63;9,525.19;18532084
3663551;2 Doce Market - Las Mercedes;8/2/2026;CreditsPagoMovilV2;$9.00;382.63;3,443.67;18532255
3663551;2 Doce Market - Las Mercedes;8/2/2026;CreditsPagoMovilV2;$9.00;382.63;3,443.67;18531265
90802860;2 Doce Market - Las Mercedes;8/2/2026;InstantDebit;$14.49;382.63;5,544.31;18529070
90802860;2 Doce Market - Las Mercedes;8/2/2026;InstantDebit;$4.77;382.63;1,825.15;18528301
90802860;2 Doce Market - Las Mercedes;7/2/2026;megasoft;$13.52;382.63;5,172.39;18521482
90802860;2 Doce Market - Las Mercedes;7/2/2026;InstantDebit;$2.70;382.63;1,033.1;18525016
3662930;2 Doce Market - Las Mercedes;7/2/2026;CreditsPagoMovilV2;$6.66;381.11;2,538.19;18518023
90802860;2 Doce Market - Las Mercedes;7/2/2026;punto_de_venta;$15.66;382.63;5,991.99;18524921
3662930;2 Doce Market - Las Mercedes;7/2/2026;CreditsPagoMovilV2;$3.85;382.63;1,473.13;18523060
90802860;2 Doce Market - Las Mercedes;7/2/2026;InstantDebit;$3.96;382.63;1,515.21;18523952
